event_id,camera_id,lane_id,LPN,LPJ,LPT,LPN_OCRval,LPJ_OCRval,LPT_OCRval,LPN_score,LPJ_score,LPT_score,weighted_score,baseline_tau_weighted,baseline_tau_or,LPN_thresh,LPJ_thresh,LPT_thresh,decision_weighted_baseline,decision_or_adaptive,feedback_source,error_label,overall_correct
s0-c2-785,CAM-2,2,AEV3011,CA,PASSENGER,AEV3011,CA,PASSENGER,93.076,85.615,50.667,84.104,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-786,CAM-2,2,BKF8206,CO,COMMERCIAL,BKF8206,CO,GOV,88.889,87.085,52.678,82.826,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-787,CAM-2,2,HSF0708,CO,TRAILER,HSF0708,CO,TRAILER,89.431,88.462,50.745,83.289,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-788,CAM-2,2,OBA8367,CA,COMMERCIAL,OBA8367,CA,COMMERCIAL,90.014,86.130,54.445,83.319,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-789,CAM-2,2,VHM1858,CA,TRAILER,VHM1858,CA,TRAILER,91.592,85.981,47.959,83.083,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-790,CAM-2,2,MZN3617,OK,PASSENGER,MZN3607,OK,PASSENGER,92.493,86.274,52.253,84.281,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-791,CAM-2,2,QXA2975,NM,PASSENGER,QXA2975,NM,GOV,91.281,88.865,47.509,83.870,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-792,CAM-2,2,IWN3120,CO,GOV,IWN3120,FL,PASSENGER,88.932,81.720,53.701,81.123,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-793,CAM-2,2,VLL4558,AZ,PASSENGER,VLL4558,AZ,PASSENGER,91.342,88.161,50.440,84.093,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-794,CAM-2,2,BBQ9500,CO,TEMP,BBQ9500,CO,TRAILER,89.058,84.052,51.287,81.640,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-795,CAM-2,2,XNF6632,CA,PASSENGER,XNF6632,CA,PASSENGER,93.244,85.053,49.403,83.801,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-796,CAM-2,2,WAQ4219,NM,TEMP,WAQ4219,CO,TEMP,90.705,86.832,51.857,83.522,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-797,CAM-2,2,YXL7418,FL,TRAILER,YXL7418,FL,TEMP,94.552,84.915,47.152,84.069,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-798,CAM-2,2,NFV1856,FL,COMMERCIAL,NFV1856,FL,COMMERCIAL,91.970,86.785,46.208,83.291,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-799,CAM-2,2,STM0564,OK,COMMERCIAL,STM0564,OK,COMMERCIAL,93.646,80.382,48.425,82.221,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-800,CAM-2,2,CPD0572,NV,TRAILER,CPD0572,NV,TRAILER,89.737,87.674,50.228,83.088,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-801,CAM-2,2,XJG7554,FL,GOV,XJG7554,FL,GOV,91.154,87.682,50.888,83.899,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-802,CAM-2,2,VVC3472,NM,COMMERCIAL,VVC3472,NM,COMMERCIAL,92.232,89.767,49.455,84.953,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-803,CAM-2,2,IUS7108,AZ,GOV,IUS7108,AZ,TEMP,88.878,87.014,50.355,82.447,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-804,CAM-2,2,INP4077,TX,GOV,INP4077,TX,COMMERCIAL,88.436,84.080,48.535,80.926,81.000,47.000,83.129,77.794,42.142,review,auto_clear,none,,0
s0-c2-805,CAM-2,2,YBB9610,NM,COMMERCIAL,YBB9610,NM,COMMERCIAL,88.656,86.393,49.326,81.964,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-806,CAM-2,2,CNS5089,NM,PASSENGER,CNS5089,TX,COMMERCIAL,86.951,83.501,54.877,80.932,81.000,47.000,83.129,77.794,42.142,review,auto_clear,dispute,type1,0
s0-c2-807,CAM-2,2,TDG6565,NM,TEMP,TDG6595,NM,GOV,92.722,84.530,50.386,83.505,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-808,CAM-2,2,RNC5647,NM,TEMP,RNC5647,NM,TEMP,89.832,83.658,50.800,81.816,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-809,CAM-2,2,WFL1479,FL,GOV,WFL1479,FL,GOV,89.854,84.446,51.195,82.162,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-810,CAM-2,2,KTK6085,AZ,TRAILER,KTK6085,AZ,COMMERCIAL,88.694,85.767,50.706,81.971,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-811,CAM-2,2,NCA8997,NM,GOV,NCA8997,NM,PASSENGER,93.358,84.782,46.819,83.375,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-812,CAM-2,2,WKZ2543,CA,GOV,WKZ2543,CA,GOV,94.581,84.185,49.100,84.121,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-813,CAM-2,2,GDI8368,FL,TEMP,GDI8368,FL,PASSENGER,84.937,86.594,48.554,80.060,81.000,47.000,83.129,77.794,42.142,review,auto_clear,none,,0
s0-c2-814,CAM-2,2,EUJ1361,OK,GOV,EUJ1361,OK,TRAILER,91.988,83.861,52.768,83.261,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-815,CAM-2,2,CGP7231,FL,PASSENGER,CGP7231,FL,PASSENGER,89.948,85.012,50.700,82.333,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-816,CAM-2,2,EHB5575,TX,GOV,EHB5575,TX,PASSENGER,95.944,84.593,46.081,84.492,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-817,CAM-2,2,ZOK8675,CA,GOV,ZOK8675,CA,GOV,88.463,86.162,49.564,81.823,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-818,CAM-2,2,SFJ1725,AZ,PASSENGER,SFJ1725,AZ,TRAILER,91.101,86.929,47.117,83.043,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-819,CAM-2,2,RDI9132,AZ,COMMERCIAL,RDI9132,AZ,GOV,93.885,89.321,50.646,85.802,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-820,CAM-2,2,DXG5742,NV,GOV,DXG5742,NV,TEMP,90.221,84.891,49.695,82.277,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-821,CAM-2,2,YVB0778,OK,PASSENGER,YVB0778,OK,PASSENGER,88.826,82.020,49.119,80.488,81.000,47.000,83.129,77.794,42.142,review,auto_clear,none,,1
s0-c2-822,CAM-2,2,PXW4844,AZ,GOV,PXW4844,AZ,GOV,90.040,88.983,53.726,84.223,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-823,CAM-2,2,ZDB4911,AZ,PASSENGER,ZDB4911,AZ,TRAILER,89.629,89.155,47.622,83.162,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-824,CAM-2,2,YUB7839,CA,GOV,YUB7839,CA,PASSENGER,88.562,87.681,55.970,83.365,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-825,CAM-2,2,BDJ9192,CA,COMMERCIAL,BDJ9192,CA,COMMERCIAL,88.033,87.133,45.698,81.368,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-826,CAM-2,2,KET2707,CO,TEMP,KET2707,CO,TEMP,86.881,87.277,48.818,81.310,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-827,CAM-2,2,DLG0505,TX,PASSENGER,DLG0505,TX,PASSENGER,92.472,84.524,50.350,83.372,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-828,CAM-2,2,QMS0361,CO,TRAILER,QMS0361,CO,PASSENGER,90.403,85.117,49.649,82.440,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-829,CAM-2,2,ATC8308,AZ,GOV,ATC8308,AZ,TRAILER,94.876,83.647,52.536,84.595,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-830,CAM-2,2,CEI4367,FL,TEMP,CEI4367,FL,TEMP,87.462,88.045,49.300,81.942,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-831,CAM-2,2,JXK6022,OK,COMMERCIAL,JXK6002,OK,COMMERCIAL,89.821,88.424,48.796,83.178,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-832,CAM-2,2,NNZ1625,NM,TEMP,NNZ1625,NM,GOV,91.412,85.364,49.976,83.080,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-833,CAM-2,2,LDQ0232,CA,GOV,LDQ0232,CA,GOV,87.409,88.503,51.245,82.367,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-834,CAM-2,2,WAY4371,NV,COMMERCIAL,WAY4371,NV,COMMERCIAL,93.267,89.818,57.018,86.622,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-835,CAM-2,2,ULU6149,TX,COMMERCIAL,ULU6149,TX,COMMERCIAL,96.310,86.479,51.953,86.216,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-836,CAM-2,2,YCL0349,NM,COMMERCIAL,YCL0349,NM,TRAILER,92.682,82.279,51.683,82.891,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-837,CAM-2,2,TAC5832,NV,GOV,TAC5832,NV,TRAILER,90.999,85.807,51.145,83.204,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-838,CAM-2,2,QXC6832,CO,COMMERCIAL,QXC6832,CO,GOV,91.686,89.142,51.448,84.760,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-839,CAM-2,2,GYY5206,TX,TRAILER,GYY5206,TX,TRAILER,91.799,83.586,47.734,82.315,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-840,CAM-2,2,UKN0146,NV,TEMP,UKN0146,NV,COMMERCIAL,89.217,85.168,48.161,81.641,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-841,CAM-2,2,LOZ8207,FL,COMMERCIAL,LOZ8207,TX,COMMERCIAL,87.383,82.868,50.753,80.308,81.000,47.000,83.129,77.794,42.142,review,auto_clear,dispute,type1,0
s0-c2-842,CAM-2,2,PCT9037,NM,TEMP,PCT9037,NM,TRAILER,89.717,84.077,49.274,81.676,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-843,CAM-2,2,IEJ9792,NM,GOV,IEJ9792,NM,GOV,91.529,85.612,46.663,82.728,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-844,CAM-2,2,VNP8046,CA,TRAILER,VNP8046,CA,TRAILER,91.996,86.905,47.437,83.530,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-845,CAM-2,2,AEQ3719,FL,PASSENGER,AEQ3719,FL,PASSENGER,85.489,86.737,52.425,80.966,81.000,47.000,83.129,77.794,42.142,review,auto_clear,none,,1
s0-c2-846,CAM-2,2,QGO3919,CA,PASSENGER,QGO3919,CA,COMMERCIAL,90.335,86.689,51.969,83.304,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-847,CAM-2,2,END4877,OK,TEMP,END4877,OK,TEMP,92.599,84.611,50.039,83.419,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-848,CAM-2,2,AFK7992,OK,COMMERCIAL,AFK7992,OK,COMMERCIAL,91.323,85.889,50.892,83.356,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-849,CAM-2,2,TBV0997,CA,PASSENGER,TBV0997,CA,PASSENGER,90.891,86.464,48.629,83.002,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-850,CAM-2,2,REZ1253,AZ,PASSENGER,REZ1253,AZ,COMMERCIAL,90.048,86.659,52.648,83.252,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-851,CAM-2,2,QZO1106,CA,COMMERCIAL,QZO1106,CA,COMMERCIAL,92.395,83.034,54.846,83.487,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-852,CAM-2,2,YHE5008,FL,COMMERCIAL,YHE5008,CA,COMMERCIAL,93.126,85.453,52.525,84.350,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-853,CAM-2,2,RYV8903,OK,TRAILER,RYV8903,CO,COMMERCIAL,93.219,82.231,47.463,82.510,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-854,CAM-2,2,JRA5187,OK,PASSENGER,JRA5187,OK,TRAILER,88.731,86.354,49.087,81.952,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-855,CAM-2,2,BBG4594,TX,TRAILER,KBG4594,TX,GOV,87.016,84.414,50.976,80.699,81.000,47.000,83.129,77.794,42.142,review,auto_clear,none,,0
s0-c2-856,CAM-2,2,ECA5773,NV,PASSENGER,ECA5773,NV,COMMERCIAL,93.821,88.384,50.864,85.474,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-857,CAM-2,2,ICC9942,AZ,TEMP,ICC9942,AZ,TEMP,91.568,87.787,50.268,84.050,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-858,CAM-2,2,ACL5727,NV,PASSENGER,ACL5727,NV,COMMERCIAL,94.551,86.715,53.077,85.588,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-859,CAM-2,2,KZX4008,AZ,COMMERCIAL,KZX4008,AZ,COMMERCIAL,91.173,87.293,49.516,83.567,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-860,CAM-2,2,UTN9811,CA,TRAILER,UTN9811,CA,TRAILER,90.475,86.247,47.498,82.549,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-861,CAM-2,2,CBC0960,FL,COMMERCIAL,CBC0960,FL,TEMP,92.041,79.964,54.465,82.177,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-862,CAM-2,2,MGC7949,CO,TRAILER,MGC7949,CO,PASSENGER,86.281,87.202,51.704,81.416,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-863,CAM-2,2,ROY1917,CA,PASSENGER,ROY1917,CA,PASSENGER,90.059,84.884,50.307,82.285,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-864,CAM-2,2,EHU6643,TX,TEMP,EHU6643,TX,TEMP,90.731,83.145,52.328,82.315,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-865,CAM-2,2,JRD7136,CA,GOV,JRD7136,CA,GOV,86.327,85.867,48.305,80.463,81.000,47.000,83.129,77.794,42.142,review,auto_clear,none,,1
s0-c2-866,CAM-2,2,HBH2998,NM,TRAILER,HBH2998,NM,TRAILER,89.877,90.340,48.661,83.857,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-867,CAM-2,2,FFI3527,AZ,COMMERCIAL,FFI3527,AZ,COMMERCIAL,88.655,84.635,47.589,81.088,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-868,CAM-2,2,JUB2960,NM,TEMP,JUB2960,NM,TRAILER,92.512,88.186,51.891,84.905,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-869,CAM-2,2,GWP6797,CO,TEMP,GWP6797,CO,TEMP,90.999,86.916,50.545,83.502,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-870,CAM-2,2,VTM9926,FL,COMMERCIAL,VTM992D,FL,COMMERCIAL,91.697,82.330,50.474,82.235,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-871,CAM-2,2,XWA8063,TX,TRAILER,XWA8063,AZ,TRAILER,93.376,83.809,50.011,83.523,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-872,CAM-2,2,TNA3811,AZ,PASSENGER,TNA3811,AZ,TRAILER,96.014,84.434,46.111,84.476,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-873,CAM-2,2,XER1329,NM,PASSENGER,XER1325,NM,PASSENGER,94.031,87.372,51.604,85.336,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-874,CAM-2,2,SXG6560,OK,COMMERCIAL,SXG6560,OK,COMMERCIAL,91.694,87.918,53.424,84.632,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-875,CAM-2,2,RIL4813,CO,GOV,RIL4813,CO,GOV,87.858,85.482,47.755,81.011,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-876,CAM-2,2,VFH0966,FL,GOV,VFH0966,FL,PASSENGER,89.691,83.243,50.638,81.576,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-877,CAM-2,2,YZF9110,NV,TEMP,YZF9110,NV,GOV,93.772,84.914,53.308,84.602,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-878,CAM-2,2,JFI6353,FL,COMMERCIAL,JFI6353,FL,GOV,92.211,87.661,47.656,83.935,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-879,CAM-2,2,QXL4247,OK,GOV,QXL4247,OK,GOV,89.201,88.174,50.492,83.035,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-880,CAM-2,2,YNI0616,AZ,TEMP,YNI0616,AZ,TEMP,90.004,88.226,45.510,82.707,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-881,CAM-2,2,MPF5021,NV,TRAILER,MPF5021,NV,GOV,89.134,82.745,52.143,81.349,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-882,CAM-2,2,YDU1407,FL,GOV,YDU1407,NM,PASSENGER,93.479,89.878,49.578,85.633,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-883,CAM-2,2,OPH6612,NV,GOV,OPH6612,NV,GOV,88.027,88.894,51.843,82.903,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-884,CAM-2,2,QEO1726,TX,COMMERCIAL,QEO1726,TX,COMMERCIAL,92.910,85.370,47.544,83.466,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-885,CAM-2,2,KKM4074,NV,COMMERCIAL,KKM4074,NV,COMMERCIAL,91.903,83.398,46.451,82.108,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-886,CAM-2,2,RIT1660,NV,TEMP,RIT1660,CA,TRAILER,93.232,84.230,49.694,83.551,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-887,CAM-2,2,YBP2059,FL,PASSENGER,YBP2059,FL,COMMERCIAL,93.207,84.125,50.177,83.574,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-888,CAM-2,2,BWG9976,CO,TRAILER,BWG9976,FL,PASSENGER,93.635,86.381,48.005,84.252,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-889,CAM-2,2,TFK2803,AZ,COMMERCIAL,TFK2803,AZ,COMMERCIAL,90.162,86.073,53.178,83.184,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-890,CAM-2,2,OIZ3086,NM,PASSENGER,OIZ3086,NM,PASSENGER,89.240,88.186,49.796,82.955,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-891,CAM-2,2,HSC3442,AZ,GOV,SSC3442,FL,COMMERCIAL,89.799,88.586,49.839,83.381,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-892,CAM-2,2,LUS6371,CO,TRAILER,LUS6371,NM,TRAILER,88.061,86.297,52.202,82.065,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-893,CAM-2,2,TFN8919,CO,TRAILER,TFN8919,CO,TEMP,85.684,82.322,51.894,79.439,81.000,47.000,83.129,77.794,42.142,review,auto_clear,dispute,type1,0
s0-c2-894,CAM-2,2,DOG8614,CA,GOV,DOG8614,CA,TEMP,88.495,85.423,51.440,81.862,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-895,CAM-2,2,MGQ8692,TX,COMMERCIAL,MGQ8692,TX,COMMERCIAL,91.893,83.521,51.494,82.903,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-896,CAM-2,2,PCA4741,AZ,GOV,PCA4741,AZ,TEMP,89.262,86.817,48.736,82.327,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-897,CAM-2,2,ZVN0670,TX,GOV,ZVN0670,TX,COMMERCIAL,91.995,85.940,52.076,83.888,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-898,CAM-2,2,MCR7718,OK,TRAILER,MCR7718,OK,TRAILER,90.032,83.254,52.060,81.964,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-899,CAM-2,2,QAU8582,CO,COMMERCIAL,QAU8582,CO,COMMERCIAL,93.412,84.016,49.094,83.476,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-900,CAM-2,2,YZN9132,NM,COMMERCIAL,YZN9132,NM,PASSENGER,89.732,85.153,49.815,82.142,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-901,CAM-2,2,OJE7788,CO,TRAILER,OJE7788,CO,TRAILER,91.110,86.860,48.511,83.233,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-902,CAM-2,2,PQN6667,CO,TRAILER,PQN6667,CO,PASSENGER,90.108,82.621,50.065,81.481,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-903,CAM-2,2,JGI6976,OK,TRAILER,JGI6976,TX,TRAILER,88.185,88.299,47.855,82.176,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-904,CAM-2,2,NGJ3134,CO,PASSENGER,NGJ3134,CO,PASSENGER,94.639,90.289,47.219,86.003,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-905,CAM-2,2,VVC4046,CO,TEMP,VVC4046,CO,GOV,88.037,85.870,51.255,81.761,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-906,CAM-2,2,BER6665,FL,TRAILER,BER6665,FL,TRAILER,90.492,84.554,56.467,83.310,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-907,CAM-2,2,KLC0708,AZ,TRAILER,KLC0708,AZ,TEMP,92.131,86.703,51.333,84.111,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-908,CAM-2,2,QJK6858,NM,PASSENGER,QJK6858,NM,PASSENGER,92.513,84.467,49.102,83.185,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-909,CAM-2,2,IFK5128,NV,GOV,IFK5121,NV,TEMP,90.401,85.610,51.881,82.946,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-910,CAM-2,2,MWB4996,NV,COMMERCIAL,MWB4996,NV,COMMERCIAL,91.162,86.764,47.934,83.138,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-911,CAM-2,2,RAW1272,AZ,COMMERCIAL,RAW1272,AZ,PASSENGER,93.282,85.569,47.962,83.785,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-912,CAM-2,2,AII6646,CO,TRAILER,AII6646,CO,TRAILER,94.215,86.865,50.977,85.157,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-913,CAM-2,2,ZRV3146,TX,TEMP,ZRV3146,TX,TEMP,91.650,82.718,48.480,82.048,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-914,CAM-2,2,GTC1935,NV,GOV,GTC1935,TX,GOV,87.896,86.308,50.730,81.765,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-915,CAM-2,2,CZM8155,CA,PASSENGER,CZM8155,CA,TEMP,92.563,89.496,52.778,85.522,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-916,CAM-2,2,HFO5994,CA,TEMP,HFO5994,CA,TEMP,90.440,87.357,45.875,82.676,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,1
s0-c2-917,CAM-2,2,SPN1780,CO,TRAILER,SPN1780,CO,TEMP,89.914,83.796,48.542,81.567,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-918,CAM-2,2,FEF3956,NM,TEMP,FEF3956,NM,TEMP,88.423,82.558,47.674,80.258,81.000,47.000,83.129,77.794,42.142,review,auto_clear,none,,1
s0-c2-919,CAM-2,2,QCO2583,CA,COMMERCIAL,QCO2583,TX,COMMERCIAL,88.388,85.916,52.455,82.133,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,none,,0
s0-c2-920,CAM-2,2,GVY9315,AZ,TEMP,GVY9315,AZ,COMMERCIAL,91.347,84.188,48.670,82.440,81.000,47.000,83.129,77.794,42.142,auto_clear,auto_clear,dispute,type1,0
s0-c2-921,CAM-2,2,KLS3732,AZ,PASSENGER,KLS3732,AZ,PASSENGER,86.459,84.211,51.363,80.408,81.000,47.000,83.129,77.794,42.142,review,auto_clear,none,,1
